s1_vv,s1_vh,s2_b4_red,s2_b3_green,s2_b2_blue,s2_cloudmask,event,s1_chip_id,s2_chip_id,split
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_04608-05120/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_04608-05120/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-00000/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-00000/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-00000/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-00000/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_04608-05120,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-00000,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002149_20190404T002214_026633_02FCE5_9FF0_03072-00000/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002149_20190404T002214_026633_02FCE5_9FF0_03072-00000/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10240-05120/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10240-05120/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10240-05120/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10240-05120/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002149_20190404T002214_026633_02FCE5_9FF0_03072-00000,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10240-05120,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_01024-03584/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_01024-03584/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00512-09216/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00512-09216/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00512-09216/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00512-09216/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_01024-03584,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00512-09216,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_07680-10752/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_07680-10752/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_06656-07680/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_06656-07680/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_06656-07680/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_06656-07680/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_07680-10752,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_06656-07680,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_09216-03584/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_09216-03584/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_08192-02560/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_08192-02560/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_08192-02560/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_08192-02560/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_09216-03584,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_08192-02560,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_04096-01536/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_04096-01536/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_03072-04608/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_03072-04608/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_03072-04608/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_03072-04608/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_04096-01536,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_03072-04608,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_05120-05632/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_05120-05632/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-02560/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-02560/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-02560/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-02560/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_05120-05632,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_04096-02560,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_06144-09728/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_06144-09728/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_05120-05632/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_05120-05632/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_05120-05632/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_05120-05632/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_06144-09728,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_05120-05632,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-02048/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-02048/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02048-00512/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02048-00512/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02048-00512/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02048-00512/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-02048,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02048-00512,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_10240-09216/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_10240-09216/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-00000/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-00000/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-00000/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-00000/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_10240-09216,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-00000,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002149_20190404T002214_026633_02FCE5_9FF0_04608-00512/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002149_20190404T002214_026633_02FCE5_9FF0_04608-00512/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10752-07168/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10752-07168/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10752-07168/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10752-07168/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002149_20190404T002214_026633_02FCE5_9FF0_04608-00512,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_10752-07168,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_01536-06656/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_01536-06656/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_01024-03584/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_01024-03584/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_01024-03584/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_01024-03584/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_01536-06656,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_01024-03584,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-10752/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-10752/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-09728/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-09728/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-09728/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-09728/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-10752,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-09728,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_08192-02560/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_08192-02560/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_07168-00512/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_07168-00512/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_07168-00512/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_07168-00512/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_08192-02560,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_07168-00512,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_00000-03584/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_00000-03584/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-03584/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-03584/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-03584/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-03584/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_00000-03584,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-03584,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_00000-04096/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_00000-04096/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-04096/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-04096/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-04096/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-04096/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_00000-04096,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_00000-04096,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-04608/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-04608/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-07680/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-07680/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-07680/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-07680/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_03072-04608,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_02560-07680,train
data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_10752-07168/VV.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s1/S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_10752-07168/VH.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-04096/B4.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-04096/B3.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-04096/B2.tif,data/raw/data/c2s_ms_floods/chips/55d43c77-9955-4b4f-b6f0-b21e7f50a039/s2/S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-04096/LabelCloud.tif,55d43c77-9955-4b4f-b6f0-b21e7f50a039,S1A_IW_GRDH_1SDV_20190404T002124_20190404T002149_026633_02FCE5_A8E7_10752-07168,S2A_MSIL1C_20190331T170901_N0207_R112_T14TQL_20190331T222948_09216-04096,train
